news_id,news_title,review_title,rating,num_satisfactory
story_reviews_00550,Reuters,Reuters adds some cold water to direct-to-consumer ‘liquid biopsy’,5,10
story_reviews_00551,Newsweek,Magic mushrooms for mental health? Shaky basis for story’s proposed “‘paradigm shift”,3,6
story_reviews_00552,The Philadelphia Inquirer,"With focus on one patient, story manages to convey complexity of T-cell therapy for leukemia",4,8
story_reviews_00553,Reuters Health,Why are so few women being treated for menopause symptoms? “Rational choice” not high on this story’s list of answers,3,5
story_reviews_00554,NBCNews.com,“Sleep Fights Colds”? Study author suggests headline flunks Methodology 101,3,4
story_reviews_00555,Reuters,Stem cells for spinal cord injury: story lacks detail on how improvements were defined and measured,3,4
story_reviews_00556,Health Day,Acupuncture for hot flashes: HealthDay strong on placebo effect discussion but missing other details,3,5
story_reviews_00557,Reuters Health,"Harms, limitations explored in Reuters Health’s aspirin/colon cancer coverage",5,8
story_reviews_00558,The Wall Street Journal,WSJ fills holes left by incomplete news release on beta-blockers and ovarian cancer,5,8
story_reviews_00559,Vox,"Reader question on OTC pain relievers generates thorough, evidence-based response",5,9
story_reviews_00560,The Wall Street Journal,"Should you track your fat with a whole-body scan? Many experts would say no, but WSJ coverage lacked a critical voice",3,7
story_reviews_00561,The New York Times,"Can new psychotherapy help with deep, long-lasting grief? It’s “complicated,” says The Times",3,6
story_reviews_00562,NPR,Video games as medicine? Sourcing a strong point in coverage of regulatory aspects,2,4
story_reviews_00563,Reuters Health,Strong report on study of broader multigene breast cancer testing,5,8
story_reviews_00564,The Washington Post,FDA approves first computer-based dementia assessment aid; thorough Post report falls just short on key aspects of coverage,2,4
story_reviews_00565,Health Day,High score for HealthDay coverage of “scoring system” for colonoscopy candidates,4,7
story_reviews_00566,The Boston Globe,Important Alzheimer’s topic needed a second source for context,2,3
story_reviews_00567,FoxNews.com,FoxNews’ “Lasering Your Lady Parts” – 1 MD & 13 “cured” patients,2,4
story_reviews_00568,The Washington Post,“Surprising news” about teens & marijuana “all good” – really?,1,1
story_reviews_00569,The Wall Street Journal,WSJ gives no green light for red palm oil as health aid,5,10
story_reviews_00570,Reuters,Too soon for story to say that game app could help people with schizophrenia,1,1
story_reviews_00571,Health Day,"Solid reporting, but broader ethical/medical questions not addressed",4,8
story_reviews_00572,The Washington Post,Story’s “one-two punch” for breast cancer could leave some women knocked out by side effects,3,5
story_reviews_00573,Slate,Evidence-based message on HPV vaccine would have benefited from more specifics,3,5
story_reviews_00574,The Wall Street Journal,WSJ business story on Alzheimer’s drugs missed key aspects of health angle,3,5
story_reviews_00575,FoxNews.com,A pill that neutralizes gluten? Fox rehash of a CBC story reflects polluted health news stream,1,1
story_reviews_00576,FiveThirtyEight,"Can you jog away from an early grave? This story gives a well-supported, evidence-based answer",4,6
story_reviews_00577,Health Day,Strong look at evidence underlying saliva test for Alzheimer’s,3,6
story_reviews_00578,Time,Saliva test for Alzheimer’s? Bare-bones report misses a host of concerns,1,1
story_reviews_00579,The Wall Street Journal,Thoughtful and thorough coverage on prenatal tests’ ability to find cancer in mothers,5,8
story_reviews_00580,CBSNews.com,Prenatal testing finds mother’s cancer — but CBS lost an opportunity to explain research’s broader relevance,2,3
story_reviews_00581,NBCNews.com,Costs and risks spelled out clearly in NBC report on statins,4,7
story_reviews_00582,The New York Times,Comprehensive coverage of two new statin studies,5,8
story_reviews_00583,The Wall Street Journal,Need to shine a better light on after-sun products,3,5
story_reviews_00584,The New York Times,"Business story on Entresto, newly approved heart failure drug, capably covers most of the health implications",5,9
story_reviews_00585,Health Day,Problems with evidence and anatomy in coverage of coronary calcium test,2,4
story_reviews_00586,The Wall Street Journal,Bariatric surgery for type 2 diabetes: informative WSJ report needed cost and complications info,3,5
story_reviews_00587,Newsweek,Story about “organ-on-a-chip” benefits could have used an independent voice,3,6
story_reviews_00588,Vox,Strong report questions effectiveness of breast cancer screening — but needed a discussion of study limitations,4,8
story_reviews_00589,Reuters,Transvaginal ultrasound to confirm placement of Essure device: Story based on a Bayer news release offers little information of value,2,3
story_reviews_00590,Reuters Health,Benefits of readmission to same hospital for post-op complications: Coverage lacking in critical evaluation,2,3
story_reviews_00591,Health Day,"Report on stroke clot-removal guidelines emphasizes need for careful patient selection, care coordination",4,7
story_reviews_00592,CBSNews.com,"Report on “immersive” colonoscopy features lots of flash, but few evidence-supported facts",2,3
story_reviews_00593,Time,"Fiber and your gut bacteria: coverage of small, preliminary study raises many questions, offers few answers",3,5
story_reviews_00594,FoxNews.com,Nonsense masquerading as news in Fox coverage of “cancer-fighting spices”,2,2
story_reviews_00595,Los Angeles Times,Waiting too long to challenge claims of “perfect accuracy” in a pancreatic cancer test,3,5
story_reviews_00596,Houston Chronicle,"Harms, limitations missing from news release-based coverage of pancreatic cancer test",2,4
story_reviews_00597,NBCNews.com,Enthusiasm for “100% accurate” pancreatic cancer test does not reflect limited evidence quality,2,4
story_reviews_00598,US News & World Report,Why is U.S. News allowing a Cleveland Clinic neurosurgeon to promote a device in its health news pages?,2,3
story_reviews_00599,The Washington Post,WaPo hypes diet that “reboots” the body and “reduces cancer risk”; offers no supporting evidence,0,0
story_reviews_00600,The New York Times,Compelling tale of heart innovation would have benefited from a few more details,4,7
story_reviews_00601,CNN,1st half of story over promotes surgery-free appendicitis option,4,7
story_reviews_00602,The Washington Post,Story on speculative metformin health benefits needed a nod to potential harms,4,7
story_reviews_00603,Reuters Health,Diet and exercise during pregnancy: benefits-focused discussion needed a bit more balance on harms,3,4
story_reviews_00604,The New York Times,"A first-person account of insomnia therapy focusing on “data, not pills”",4,7
story_reviews_00605,Reuters,"A diabetes drug study, and resulting news coverage, reflect problems with American health care",3,6
story_reviews_00606,The Philadelphia Inquirer,Inquirer emphasizes alternatives to brain games like Lumosity,4,7
story_reviews_00607,NPR,In search of better back pain treatment: NPR guides us to the right destination (with a few detours along the way),4,7
story_reviews_00608,CBSNews.com,Antidepressants in pregnancy: absolute rates of harm would have improved risk message,3,5
story_reviews_00609,NBCNews.com,"Incomplete, fear-mongering message from NBC’s “diet may kill prostate cancer survivors”",3,3
story_reviews_00610,The Wall Street Journal,WSJ shines light on harms of whole-brain radiation for cancer that spreads to the brain,5,7
story_reviews_00611,Bloomberg,Keytruda and colon cancer: coverage of benefits not balanced with harms and cost info,3,6
story_reviews_00612,The Washington Post,Survival statistic unbalances coverage of virus-based melanoma therapy,3,5
story_reviews_00613,NPR,Waiting to clamp the umbilical cord — NPR carefully balances discussion of benefits and harms,4,6
story_reviews_00614,USA Today,Coverage of delayed umbilical cord clamping omits possible harms to baby and an important study limitation,4,6
story_reviews_00615,Health Day,Not enough women getting bone scans for osteoporosis? Incomplete story fails to dig deeper than the news release,2,2
story_reviews_00616,The New York Times,Predicting Alzheimer’s: What two new studies add and how the Times covered them,3,6
story_reviews_00617,CBSNews.com,Weak CBS story on IBS test has same problems as related med center news release,1,2
story_reviews_00618,The Washington Post,"Post coverage of new lung cancer test misses on caveats, costs, and harms",3,4
story_reviews_00619,CBSNews.com,Rosy CBS report on vitamin study lacks meaningful description of skin cancer impact,3,6
story_reviews_00620,Associated Press,"Balanced, complete evaluation of study on vitamin supplements for skin cancer prevention",5,9
story_reviews_00621,The Wall Street Journal,Mediterranean diet and cognitive function: Solid WSJ report would’ve benefited from cost info,4,7
story_reviews_00622,NPR,Bold claims for migraine treatment are based on opinions and anecdote in this story,2,4
story_reviews_00623,The Wall Street Journal,"Balanced, insightful report on tradeoffs of treating premature babies at edge of survival",5,8
story_reviews_00624,The New York Times,Unbalanced Times column reflects coffee confirmation bias,3,5
story_reviews_00625,The New York Times,The Times offers informative breakdown on the value of lung cancer screening,5,9
story_reviews_00626,The Philadelphia Inquirer,Philadelphia Inquirer highlights FDA “loophole” allowing use of heart device without testing,5,9
story_reviews_00627,FoxNews.com,"Fox story points to key limitations of study on massage therapy for infertility, but misses high study dropout rate",4,7
story_reviews_00628,The New York Times,Over-emphasis on fructose obscures larger science-based message: too much of any sugar is bad for you,2,2
story_reviews_00629,FiveThirtyEight,Coverage of “better” HIV self test doesn’t support the claim,3,5
story_reviews_00630,FoxNews.com,Fox story fails to dent dubious hair-growth helmet claims,4,7
story_reviews_00631,The New York Times,The Times shines in coverage of new injection for double chins,5,10
story_reviews_00632,The Washington Post,Post coverage of chin fat drug lacks key specifics and an independent perspective,3,6
story_reviews_00633,CBSNews.com,More incomplete coverage on the benefits of new cholesterol drugs,3,6
story_reviews_00634,The Philadelphia Inquirer,"Feel-good story about CPR is long on emotion, short on sobering reality of low success rates",2,3
story_reviews_00635,Bloomberg,Potential harms missing in coverage of Color Genomics cancer test,4,7
story_reviews_00636,Health Day,Aspirin for cancer prevention: A few small details would make a big difference in this story,3,5
story_reviews_00637,Reuters,"Story on new melanoma drug combo neglects to mention $250,000 price tag",2,3
story_reviews_00638,FoxNews.com,"Labeled as “news”, one MD’s opinion on pap smear/pelvic exam guidelines",2,2
story_reviews_00639,The Washington Post,Autism brain imaging story didn’t deliver clear picture,2,3
story_reviews_00640,The Wall Street Journal,"New skin cancer radiation treatment – 5 star story, but….",5,9
story_reviews_00641,US News & World Report,More likely to frighten than inform,3,5
story_reviews_00642,The Boston Globe,Managing the stress of cancer,2,3
story_reviews_00643,The New York Times,Learning to Say No to Dialysis,4,8
story_reviews_00644,CBSNews.com,The MIND diet: 10 foods that fight Alzheimer’s (and 5 to avoid),2,3
story_reviews_00645,NPR,Why Doctors Are Trying A Skin Cancer Drug To Treat A Brain Tumor,3,6
story_reviews_00646,The New York Times,Experts Back Angelina Jolie Pitt in Choices for Cancer Prevention,4,7
story_reviews_00647,HealthDay,Vitamin D supplements may slow prostate cancer,3,5
story_reviews_00648,,"Artificial sweetener may help treat aggressive cancers, study finds",2,3
story_reviews_00649,The Wall Street Journal,Men Are New Target for Osteoporosis Treatment,3,6
story_reviews_00650,CNN,"E-cigarettes: Helping smokers quit, or fueling a new addiction?",4,7
story_reviews_00651,USA Today,Non-prescription allergy relief: what you need to know,4,7
story_reviews_00652,TIME,A Simple 3-Part Test May Predict Alzheimer’s,3,5
story_reviews_00653,AP Associated Press,Breast biopsy accuracy is questioned in experimental study,4,6
story_reviews_00654,HealthDay,"Manual Clot Removal After Heart Attack May Not Help, Could Harm",5,9
story_reviews_00655,The Wall Street Journal,Can Personal Air Purifiers Keep Cold and Flu Bugs Away?,4,8
story_reviews_00656,AP Associated Press,Studies boost hopes for new class of cholesterol medicines,4,8
story_reviews_00657,The New York Times,Tests of Cholesterol Drugs Offer Hope of Reducing Heart Attacks and Strokes,5,10
story_reviews_00658,,Stress Test or 3-D Scan? And the Best Heart Exam Is …,4,7
story_reviews_00659,The New York Times,A Simple Flashcard Test to Detect Concussions,3,6
story_reviews_00660,CNN,College kids make robotic arms for children without real ones,2,3
story_reviews_00661,Los Angeles Times,"Vegetarians who ate fish had lowest colorectal cancer risk, study says",2,2
story_reviews_00662,Reuters,Electric ‘noise’ treats Parkinson’s symptoms,3,5
story_reviews_00663,NPR,The Gentle Cesarean: More Like A Birth Than An Operation,4,7
story_reviews_00664,NPR,Walk A Little Faster To Get The Most Out of Your Exercise Time,4,8
story_reviews_00665,Los Angeles Times,Intent on surviving another decade? Ace this test,3,6
story_reviews_00666,,How a New Treadmill Test Predicts ‘Survival of the Fittest’,2,3
story_reviews_00667,AP Associated Press,Young girl’s story may lead Idaho to approve marijuana oil,2,4
story_reviews_00668,The Wall Street Journal,Sex in Old Age May Lead to a Sharper Mind,2,2
story_reviews_00669,The New York Times,Should Pregnant Women Eat More Tuna?,4,6
story_reviews_00670,Health Day,Nerve Treatment Via Nose Shows Promise Against Migraines,2,4
story_reviews_00671,,App ‘trains’ your brain to see better,4,7
story_reviews_00672,Health Day,"Weight-Loss Surgery May Lower Some Pregnancy Complications, Raise Others",3,6
story_reviews_00673,Reuters Health,Phone support can help ease postpartum depression,4,7
story_reviews_00674,The Washington Post,Lay off the mega-doses of Vitamin D,4,7
story_reviews_00675,Los Angeles Times,"Medical mystery: Men who take frequent saunas live longer, study shows",3,6
story_reviews_00676,,Skin patch may protect against life-threatening peanut allergy,3,6
story_reviews_00677,,Gilead’s Pill Can Stop HIV. So Why Does Almost Nobody Take It?,3,5
story_reviews_00678,HealthDay,‘Mindfulness’ May Help Ease Sleep Problems for Seniors,5,9
story_reviews_00679,Reuters,Gradual smoking cessation may be possible with nicotine addiction pill,4,7
story_reviews_00680,The New York Times,Medicine Given Even Before Smokers Are Ready to Quit Is Found to Help Them,4,7
story_reviews_00681,AP Associated Press,Researchers test device to help deaf children detect sounds,3,6
story_reviews_00682,The Wall Street Journal,"In Image-Guided Operating Suites, Surgeons See Real-Time MRI, CT Scans",2,4
story_reviews_00683,USA Today,Alcohol good for your heart? Evidence is evaporating,4,6
story_reviews_00684,The Washington Post,"Chemoprevention works against breast cancer, but these drugs are not popular",5,10
story_reviews_00685,FiveThirtyEight,It’s Hard To Know Where Gluten Sensitivity Stops And The Placebo Effect Begins,4,6
story_reviews_00686,Los Angeles Times,"For most strokes, clot-retrieval device boosts effectiveness of drug treatment",4,8
story_reviews_00687,The Washington Post,"Before you conclude that you’re gluten-sensitive, consider FODMAPs foods",2,3
story_reviews_00688,,Can elderberry help treat colds and flu?,3,5
story_reviews_00689,Reuters,"Achillion, Gilead drug cocktail cures hepatitis C in six weeks",2,2
story_reviews_00690,TIME,"Your IUD and Implant Last Much Longer Than They Claim, Study Says",2,4
story_reviews_00691,,New treatment instantly relieves knee pain,2,3
story_reviews_00692,,10 million wisdom teeth are removed each year. That might be way too many.,4,8
story_reviews_00693,,How This Woman Used Yoga to Avoid Back Surgery,3,5
story_reviews_00694,BuzzFeed,Mail-Order Viruses Are The New Antibiotics,3,6
story_reviews_00695,The New York Times,Can Attention Deficit Drugs ‘Normalize’ a Child’s Brain?,3,6
story_reviews_00696,The Boston Globe,Five Nobel laureates backing antiaging dietary supplement,3,6
story_reviews_00697,,Ending the multivitamin debate: Why taking one may actually save your life,1,1
story_reviews_00698,Los Angeles Times,"Placebo effect influenced by perceived cost, study finds",4,7
story_reviews_00699,Reuters,Trial finds GSK Ebola shot is safe and provokes immune response,4,8
story_reviews_00700,Reuters Health,Curcumin may help lower inflammation in metabolic syndrome,3,6
story_reviews_00701,The Washington Post,Insulin spray may be helpful for people with early dementia,2,3
story_reviews_00702,,Nasal spray shows promise as treatment for Alzheimer’s disease,2,3
story_reviews_00703,The Wall Street Journal,Breathing for Your Better Health,2,4
story_reviews_00704,,Double Chin? There May Be a Drug for That,2,2
story_reviews_00705,NPR,DNA Blood Test Gives Women A New Option For Prenatal Screening,4,7
story_reviews_00706,Newsweek,Day Tripping: Benefits Seen in Psychedelics,4,6
story_reviews_00707,CNN,Is proton therapy the ‘magic bullet’ for cancer?,1,1
story_reviews_00708,HealthDay,Study Hints That ‘Video Feedback’ Therapy May Help Curb Autism,2,2
story_reviews_00709,The Wall Street Journal,Researchers in Italy Found Bergamot Lowered Blood Cholesterol,5,9
story_reviews_00710,,"Drinking beetroot juice reduces high blood pressure, trial shows",3,5
story_reviews_00711,The Philadelphia Inquirer,Mohs surgery: Minimal scars vs. high cost,4,8
story_reviews_00712,NPR,"When Bariatric Surgery’s Benefits Wane, This Procedure Can Help",3,5
story_reviews_00713,Los Angeles Times,FDA approves a device for weight loss,3,6
story_reviews_00714,The New York Times,Blueberries May Lower Blood Pressure,2,3
story_reviews_00715,The Washington Post,A better way to help people quit smoking?,3,5
story_reviews_00716,HealthDay,"Vitamin D May Boost Colon Cancer Survival, Study Finds",5,6
story_reviews_00717,USA Today,New drug Opdivo successfully ends lung cancer trial,2,4
story_reviews_00718,HealthDay,Head Start Program Might Help Fight Childhood Obesity: Study,3,5
story_reviews_00719,,"Add an avocado, lower your cholesterol",3,6
story_reviews_00720,,"Eating Avocados Daily May Be Good for the Heart, Study Shows",3,6
story_reviews_00721,,"Avocados may help lower ‘bad’ cholesterol, study finds",3,6
story_reviews_00722,NPR,Bite Back At Bad Cholesterol: Eat An Avocado A Day,2,4
story_reviews_00723,,Best time of the month for women to quit smoking,2,2
story_reviews_00724,The New York Times,How Exercise Keeps Us Young,3,4
story_reviews_00725,The Washington Post,New drug tricks metabolism into burning fat as if you’ve just finished a meal,2,4
story_reviews_00726,Reuters,Cempra’s lead oral antibiotic meets main goal in late-stage trial,2,4
story_reviews_00727,,SLOWDOWN IN NUMBER OF SYSTEMATIC STORY REVIEWS BECAUSE OF LOSS OF FUNDING,0,0
story_reviews_00728,USA Today,New drugs improve options for melanoma patients,5,10
story_reviews_00729,The New York Times,"New Drug May Help Some Asthmatics, Study Finds",4,7
story_reviews_00730,Reuters Health,"Regeneron, Sanofi asthma drug seen as potential game changer",3,5
story_reviews_00731,The New York Times,Seeking Clues to Heart Disease in DNA of an Unlucky Family,3,4
story_reviews_00732,HealthDay,Wireless Pacemaker Shows Promise in Early Study,4,7
story_reviews_00733,AP Associated Press,Gene test may help guide prostate cancer treatment,5,10
story_reviews_00734,HealthDay,"Implanted Device May Predict Epilepsy Seizures, Study Suggests",5,8
story_reviews_00735,TIME,Newly Discovered Hormone Could Yield New Treatment For Diabetes,3,4
story_reviews_00736,HealthDay,Are Pricey Computer-Aided Mammograms Worth It?,4,8
story_reviews_00737,Reuters Health,Stomach CT scans may help find osteoporosis – study,5,9
story_reviews_00738,HealthDay,Freezing Treatment May Help Destroy Lung Tumors: Study,3,5
story_reviews_00739,The New York Times,Walnuts for Diabetes,1,1
story_reviews_00740,HealthDay,Is a Better Sleeping Pill on the Way?,3,6
story_reviews_00741,Reuters Health,Experimental sleep drug may cause fewer side effects: Merck study,3,5
story_reviews_00742,The Wall Street Journal,Can Enzymes Make the Meal?,2,4
story_reviews_00743,HealthDay,Simple Breath Test Might Diagnose Heart Failure,3,5
story_reviews_00744,The Washington Post,New method for hip replacement wins favor with some surgeons,3,5
story_reviews_00745,MSNBC,"Women who ate more soy survive lung cancer better, study finds",3,3
story_reviews_00746,AP Associated Press,"Therapy often as good as surgery for knees, study finds",4,7
story_reviews_00747,Reuters Health,Small trial shows “brain pacemaker” may ease severe anorexia,3,6
story_reviews_00748,HealthDay,Drugs May Help Relieve Restless Legs Syndrome,3,6
story_reviews_00749,Reuters Health,Folic acid in pregnancy tied to lower autism risk,4,6
story_reviews_00750,Los Angeles Times,Folic acid linked to reduced risk of autism spectrum disorders,4,5
story_reviews_00751,CNN Health,Folic acid in pregnancy may help lower autism risk,3,3
story_reviews_00752,HealthDay,A Pill So People With Celiac Disease Can Eat Freely?,3,4
story_reviews_00753,The Washington Post,Long-awaited stroke studies show hopeful new treatment no better than older one,5,9
story_reviews_00754,TIME,Omega-6 Fats Linked to Increased Risk of Heart Disease,3,5
story_reviews_00755,HealthDay,Re-Analysis Refutes Diet Guidelines Favoring Vegetable Fats,3,4
story_reviews_00756,TIME,Yoga and the Mind: Can Yoga Reduce Symptoms of Major Psychiatric Disorders?,2,3
story_reviews_00757,HealthDay,"For Early Cancer, Lumpectomy Beats Mastectomy for Survival: Study",3,4
story_reviews_00758,Reuters Health,Vanda sleep drug effective in second late-stage trial,2,2
story_reviews_00759,The New York Times,Drug Is Shown to Help Pancreatic Cancer Cases,5,9
story_reviews_00760,HealthDay,FDA Approves 1st Skin Patch to Combat Migraines,4,7
story_reviews_00761,The Philadelphia Inquirer,The other incontinence,4,8
story_reviews_00762,NPR,Women With A Berry-Snacking Habit May Have Healthier Hearts,4,6
story_reviews_00763,TIME,Berries Linked to Lower Heart Disease Among Women,3,4
story_reviews_00764,HealthDay,"Berries May Cut Heart Attack Risk in Women, Study Says",2,3
story_reviews_00765,HealthDay,"IUD Might Ease Heavy Menstrual Bleeding, Study Suggests",3,5
story_reviews_00766,Reuters Health,Experimental drug may help people with bipolar disorder,3,5
story_reviews_00767,WebMD,New Eye Test May Help Predict Risk of Glaucoma,3,4
story_reviews_00768,NPR,Drug Fulfills Promise Of Research Into Cystic Fibrosis Gene,3,5
story_reviews_00769,The New York Times,"Energy Drinks Promise Edge, but Experts Say Proof Is Scant",5,8
story_reviews_00770,The Philadelphia Inquirer,New test could help diagnose Alzheimer’s disease in live patients,5,10
story_reviews_00771,HealthDay,Treating Kidneys With Radio Waves May Ease Tough-to-Control Hypertension,3,5
story_reviews_00772,WebMD,Beet Juice Lowers Blood Pressure,3,4
story_reviews_00773,MSNBC,New method allows better prostate cancer testing,1,1
story_reviews_00774,The New York Times,"In Girl’s Last Hope, Altered Immune Cells Beat Leukemia",4,8
story_reviews_00775,The Philadelphia Inquirer,University of Pennsylvania gene therapy shows promise in eradicating some blood cancers,3,6
story_reviews_00776,WebMD,Drug Shows Promise for Lupus Skin Conditions,3,6
story_reviews_00777,HealthDay,"Experimental Antidepressant Appears Quick-Acting, Safe",3,6
story_reviews_00778,The New York Times,Bigger Role Seen for Breast Cancer Drug,5,10
story_reviews_00779,AP Associated Press,Longer tamoxifen use cuts breast cancer deaths,5,9
story_reviews_00780,USA Today,Long-term treatment cuts breast cancer deaths,3,6
story_reviews_00781,HealthDay,Is a Breath Test for Colon Cancer Possible?,5,9
story_reviews_00782,WebMD,Breath Test May Detect Colon Cancer,3,4
story_reviews_00783,USA Today,Magnets zap blues for some with depression,3,5
story_reviews_00784,Health Day,Experimental Insomnia Drug Shows Promise,4,8
story_reviews_00785,Health Day,Certain Arthritis Patients Fare Worse After Joint Replacement: Study,1,1
story_reviews_00786,The Wall Street Journal,Probiotics’ Benefits May Be More Than a Gut Feeling,4,7
story_reviews_00787,WebMD,Nanoparticles Show Potential for Treating MS,3,5
story_reviews_00788,NBCNews.com,"New approach could treat MS, other autoimmune diseases",3,5
story_reviews_00789,Health Day,"Meditation Might Cut Risk of Heart Attack, Stroke in Blacks",4,8
story_reviews_00790,Time,Strongest Study Yet Shows Meditation Can Lower Risk of Heart Attack and Stroke,2,4
story_reviews_00791,WebMD,Drug Slows Knee Osteoarthritis Progression,3,6
story_reviews_00792,The Wall Street Journal,Centuries-Old Art of Cupping May Bring Some Pain Relief,3,6
story_reviews_00793,WebMD,Infusing Good Cholesterol May Help Unclog Arteries,2,4
story_reviews_00794,Reuters Health,Amgen experimental drug lowers cholesterol in mid-stage trial,3,4
story_reviews_00795,Health Day,New Drug May Help Those Who Can’t Take Statins,3,6
story_reviews_00796,Associated Press,Doctors debate value of ‘fringe’ heart treatment,5,9
story_reviews_00797,USA Today,Researchers raise concerns over chelation heart study,5,9
story_reviews_00798,WebMD,Early Autism Treatment Benefits Kids’ Brains,2,4
story_reviews_00799,The Wall Street Journal,The Berry Essence of Fat Burning?,5,9
story_reviews_00800,Los Angeles Times,"You are getting cooler: Hypnosis works for hot flashes, study finds",3,6
story_reviews_00801,WebMD,Hypnosis Halts Hot Flashes for Some Women,2,3
story_reviews_00802,Reuters Health,Israeli medical device offers new Alzheimer’s treatment,1,2
story_reviews_00803,Associated Press,Study: Multivitamins may lower cancer risk in men,5,8
story_reviews_00804,Reuters Health,Daily multivitamin shown to help ward off cancer in men,4,5
story_reviews_00805,Health Day,"Epilepsy Drug Shows Promise as Weight-Loss Aid, Study Says",3,6
story_reviews_00806,The New York Times,Options in Treating Incontinence,2,3
story_reviews_00807,Health Day,Measuring Brain Plaques May Yield Clues to Alzheimer’s Risk,0,0
story_reviews_00808,CNN,Cervical cancer vaccine in early stages,4,7
story_reviews_00809,The Philadelphia Inquirer,Cervical cancer vaccine shows promise,3,5
story_reviews_00810,Star Tribune,Covidien tools shown effective against PAD,1,2
story_reviews_00811,The Wall Street Journal,"Tomato Helps Cut the Risk of a Stroke, Study Shows",4,5
story_reviews_00812,CNN,Tomatoes may help reduce stroke risk,4,5
story_reviews_00813,WebMD,Tomatoes May Lower Your Risk for Stroke,4,5
story_reviews_00814,The Philadelphia Inquirer,A new course for concussions,4,8
story_reviews_00815,Associated Press,Alzheimer drug shows some promise in mild disease,5,10
story_reviews_00816,WebMD,Alzheimer’s Drug Slows Memory Decline,4,7
story_reviews_00817,The New York Times,Drug Shows Promise in Treating a Type of Muscular Dystrophy in Boys,4,7
story_reviews_00818,Associated Press,Benefits Seen In Hormone Use Early In Menopause,4,8
story_reviews_00819,The Wall Street Journal,Menopause Therapy Found Less Risky,2,4
story_reviews_00820,The Wall Street Journal,Is a 3-D Mammogram Better at Avoiding False Positives?,3,6
story_reviews_00821,Health Day,"New Anti-Clotting Drug Bests Warfarin, Study Says",1,2
story_reviews_00822,Health Day,New Melanoma Treatment Might Delay Cancer Progression,3,5
story_reviews_00823,MSNBC,DNA markers may predict impotence after prostate cancer,3,4
story_reviews_00824,Health Day,New Device May Reduce Repeat Breast Cancer Surgeries,3,6
story_reviews_00825,Associated Press,"Study: Placebo or not, acupuncture helps with pain",5,9
story_reviews_00826,Reuters Health,Acupuncture has limited benefit for chronic pain,3,6
story_reviews_00827,The New York Times,"Relief for Severe Asthma, at a High Price",3,6
story_reviews_00828,USA Today,Heart study helps save lives of young athletes,2,4
story_reviews_00829,Associated Press,Circumcision pluses outweigh risks: Pediatricians,4,7
story_reviews_00830,NPR,Pediatricians Decide Boys Are Better Off Circumcised Than Not,4,8
story_reviews_00831,WebMD,Walnuts May Improve Sperm Quality in Healthy Men,4,5
story_reviews_00832,Reuters Health,Can daily aspirin help ward off cancer?,5,7
story_reviews_00833,WebMD,Daily Aspirin May Reduce Risk of Cancer Death,4,6
story_reviews_00834,Detroit Free Press,U-M oversees cutting-edge trial that offers hope in fight against Lou Gehrig’s disease,5,9
story_reviews_00835,The Washington Post,Magnetic stimulation helps some people with treatment-resistant depression,5,9
story_reviews_00836,Reuters Health,Hormone boosts mental function in small study,4,8
story_reviews_00837,Health Day,"Hormone May Boost Aging, Failing Brains",3,5
story_reviews_00838,WebMD,Study: PSA Testing Cuts Worst Prostate Cancers,4,8
story_reviews_00839,Health Day,Abandoning PSA Screening Could Cost Lives: Study,4,6
story_reviews_00840,Time,Prostate Cancer Screening: Why Can’t Doctors Agree?,3,6
story_reviews_00841,The Wall Street Journal,Immune-Disorder Drug Shows Promise for Alzheimer’s,4,8
story_reviews_00842,Los Angeles Times,Fruitful news from tart cherry studies,3,3
story_reviews_00843,The Wall Street Journal,A New Check for Heart Problems,2,3
story_reviews_00844,Health Day,Nutrient Drink Might Boost Memory in Early Alzheimer’s: Study,4,7
story_reviews_00845,The New York Times,A New Treatment’s Tantalizing Promise Brings Heartbreaking Ups and Downs,5,9
story_reviews_00846,The Wall Street Journal,New Laser Aims to Zap Cellulite at the Source,3,5
story_reviews_00847,MSNBC,Gene healing in a lotion? Researchers say they’re close,2,3
story_reviews_00848,Reuters Health,Botox may help multiple sclerosis tremors,5,9
story_reviews_00849,Health Day,Gel Shows Promise as Future Male Contraceptive,3,5
story_reviews_00850,HealthDay,Newer ‘Second-Line’ Diabetes Drug May Outperform Older Meds,4,6
story_reviews_00851,The Wall Street Journal,"Not All Calories Equal, Study Shows",4,5
story_reviews_00852,USA Today,Low-carb diet burns the most calories in small study,5,7
story_reviews_00853,Health Day,Brain EEG Test Might Help Spot Autism: Study,3,5
story_reviews_00854,Reuters Health,Seaweed supplement may aid weight loss: study,5,10
story_reviews_00855,CNN,Study questions efficacy and safety of knee injections,1,1
story_reviews_00856,WebMD,Type 1 Diabetes Stem Cell Treatment Shows Promise,4,7
story_reviews_00857,WebMD,Drinking Coffee May Delay Alzheimer’s Disease,3,4
story_reviews_00858,Health Day,Blood Tests Might Help Guide Breast Cancer Care,3,6
story_reviews_00859,The New York Times,New Epilepsy Tactic: Fight Inflammation,3,6
story_reviews_00860,WebMD,Study: Dark Chocolate May Lower Heart Disease and Stroke Risks,5,8
story_reviews_00861,Time,Can Aspirin Help Ward Off Skin Cancer?,3,3
story_reviews_00862,Health Day,Common Painkillers May Help Prevent Skin Cancer: Study,4,5
