word,log_odds_ratio
park,0.76054
parkinson,1.13866
part,0.72499
partial,1.43826
partially,0.64209
participant,0.73504
participants,0.79874
participate,0.64133
participated,0.46235
participating,0.82879
particles,1.81849
particular,0.48472
particularly,1.02402
partly,0.33846
partner,2.12772
partners,1.37327
partnership,0.57163
parts,0.86818
party,0.70188
pass,1.23974
passed,1.29718
passes,0.57163
past,0.82479
pasta,0.51404
patch,0.6172
patches,0.50987
patent,1.55536
path,0.5698
pathogens,0.57163
pathology,1.39537
pathway,1.47154
pathways,0.85837
patient,0.78943
patients,0.93396
patrick,1.7265
pattern,1.14943
patterns,1.63993
paul,0.70271
pay,0.29986
pd,2.59743
peace,1.10661
peak,1.61938
peanut,1.14815
peanuts,1.29274
pediatric,0.65702
pediatrician,0.40366
pediatricians,0.64362
pediatrics,0.57342
peer,0.74195
peers,0.96748
pelvic,1.47863
penetrate,4.56882
penn,0.14154
pennsylvania,0.37165
people,0.75672
per,0.69405
perceived,1.47863
percent,0.84147
percentage,0.49495
perception,0.64286
perfect,0.90022
perfectly,1.72961
perform,0.8341
performance,1.63504
performed,0.98673
performing,1.52916
performs,1.47863
perhaps,0.60175
period,0.70702
periods,0.92992
peripheral,0.85928
permanent,0.53936
permanently,1.03248
persist,0.17028
persisted,2.6043
persistent,0.14999
person,0.8241
personal,0.52122
personality,0.77271
personalized,1.1073
personally,0.98276
perspective,0.80434
peru,0.71378
pet,1.14815
peter,0.32367
pfizer,1.1087
ph,0.55011
pharma,0.73504
pharmaceutical,0.82269
pharmaceuticals,0.72161
pharmacies,0.28521
pharmacology,0.64286
pharmacy,0.51301
phase,0.74549
phd,2.22851
phenomenon,0.85897
philadelphia,0.58495
philip,0.1595
philippines,0.79224
phone,0.43215
photo,1.17057
photos,1.94742
physical,0.9459
physically,0.96727
physician,0.8191
physicians,0.56653
physiological,0.77271
physiology,0.34128
pick,1.00364
picked,0.60382
picking,1.10661
picture,0.78344
pictures,2.21175
piece,0.47228
pieces,0.31968
pierre,0.80434
pill,0.71946
pills,0.50737
pilot,0.99234
pinpoint,1.29462
pitcairn,0.79224
pittsburgh,0.75639
pivotal,0.85928
pizza,0.96748
place,0.68998
placebo,0.628
placebos,0.99242
placed,0.97392
places,0.42521
plain,0.96748
plan,0.55117
planned,0.56795
planning,0.50987
plans,0.8268
plant,0.7316
plants,2.27688
plaque,1.41818
plaques,1.36591
plasma,0.85928
plastic,0.82276
platelet,0.25648
play,0.90352
played,0.90962
player,0.99242
players,0.64286
playing,1.35155
plays,0.76162
plc,0.23297
please,0.64014
pleased,1.10661
pleasure,0.77271
plenty,0.53936
plos,1.61938
plus,0.58242
pocket,0.40366
point,0.63315
pointed,0.18424
pointing,1.10661
points,0.63024
poland,0.68547
policy,0.4669
polynesia,0.79224
polyps,0.64133
pool,0.36596
poor,1.06876
poorer,1.85225
poorly,1.14943
pop,1.61938
popping,1.03248
popular,0.59184
popularity,0.55011
population,0.63871
populations,0.44837
portable,1.03248
portion,0.73276
portland,0.12102
portugal,1.03262
pose,0.73504
poses,1.43826
position,0.36461
positive,0.63973
positives,0.36461
possibility,0.66552
possible,0.61893
possibly,0.75569
post,1.08772
posted,0.51404
postmenopausal,1.36009
pot,0.57163
potent,0.82613
potential,0.80637
potentially,0.85104
pound,0.85928
pounds,0.546
powder,0.79224
power,0.81007
powered,1.7265
powerful,0.4864
powers,0.85897
practical,0.64209
practice,0.53118
practiced,1.55536
practices,0.77725
practicing,3.65204
practitioner,0.23297
practitioners,1.55896
praised,0.23297
pre,1.37712
precancerous,1.38276
precise,0.44407
precisely,0.18259
precision,2.61123
precursor,0.42766
predict,1.36326
predicted,1.53971
predicting,1.39537
predictive,2.60086
predictor,1.61938
predicts,1.10661
prefer,0.18259
preferred,1.03248
pregnancies,0.30525
pregnancy,0.55117
pregnant,0.67758
preliminary,0.75653
premature,0.4805
prenatal,0.77271
preparation,0.70188
preparing,0.85897
presbyterian,0.70188
prescribe,0.44333
prescribed,0.91437
prescribing,0.82276
prescription,0.66276
prescriptions,0.94997
presence,1.1767
present,0.94356
presentation,0.64056
presented,1.37397
presents,2.60776
preserve,0.46692
president,0.57833
press,0.87752
pressure,0.74324
presumably,0.23297
pretty,0.62217
prevalence,0.85897
prevalent,1.10661
prevent,0.6798
preventable,0.99242
preventative,1.61938
prevented,0.91365
preventing,0.60553
prevention,0.50242
preventive,0.61274
prevents,0.74892
previous,0.54231
previously,0.4918
price,0.53135
primarily,0.9449
primary,0.57544
prime,0.53936
principal,0.82613
principe,0.79224
principle,0.25648
print,0.51197
prior,1.03378
privacy,0.46235
private,0.97831
privately,0.85928
pro,1.03248
probably,0.50346
probe,2.22747
problem,0.5127
problematic,0.71378
problems,0.8159
procedure,1.06929
procedures,0.77481
proceed,0.53936
proceedings,2.34816
process,1.10386
processed,1.38276
processes,0.66897
processing,1.03262
produce,0.59735
produced,0.71482
produces,0.73276
producing,0.67692
product,0.47323
production,1.01015
products,0.47159
prof,3.65204
professional,0.62045
professionals,0.66897
professor,0.67099
profile,0.89118
profit,0.51301
profound,0.23133
progesterone,0.92077
prognosis,0.71378
program,0.7351
programs,0.38877
progress,0.61135
progressed,0.51301
progresses,1.72961
progressing,0.25648
progression,1.49227
progressive,1.46031
project,1.0497
prolong,1.14815
prolonged,0.39185
promise,0.81742
promises,0.28521
promising,0.90699
promote,0.58276
promotes,0.48054
promoting,0.42521
promotions,0.37918
prompt,0.63901
prompted,0.48718
prone,0.36461
pronounced,0.26853
proof,0.68542
proper,0.64056
properly,0.99888
properties,0.42398
proponents,0.31968
proportion,0.61028
proposed,0.64133
pros,0.28521
prospect,0.70188
prospective,0.55011
prostate,0.92257
protect,0.77538
protected,1.17481
protecting,0.36461
protection,0.69036
protective,0.66855
protects,0.30063
protein,0.96137
proteins,0.66161
protocol,0.12718
protocols,0.85928
prove,0.69342
proved,0.95879
proven,0.68498
proves,1.19346
provide,0.56693
provided,0.82127
provider,0.1595
providers,0.54721
provides,0.63187
providing,0.82879
proving,0.75639
prozac,0.68547
psa,0.96706
psychiatric,0.61442
psychiatrist,0.61442
psychiatrists,0.59291
psychiatry,0.80949
psychological,1.15072
psychologist,0.85897
psychology,1.59814
psychotherapy,1.29399
public,0.60157
publication,0.71837
publish,0.96748
published,0.61789
puerto,0.64209
pull,0.34128
pulled,0.53936
pulmonary,1.22667
pulse,0.85837
pulses,1.38276
pump,2.99648
pumping,0.46692
pumps,1.29274
purchased,0.51404
pure,0.42766
purpose,0.61442
purposes,0.80434
pursue,0.77271
pursuing,0.85928
push,0.64056
pushed,0.34128
pushing,0.96727
put,0.72643
puts,0.73276
putting,0.85652
puzzle,0.25648
qatar,0.79224
qualify,0.46692
quality,0.82413
quantities,0.85928
quarter,0.72161
quarters,0.80434
quest,0.64362
question,0.64013
questioned,0.17028
questionnaire,1.81849
questionnaires,1.52916
questions,0.42748
quick,1.74561
quicker,2.61472
quickly,0.70913
quiet,0.57163
quit,0.42398
quite,0.71817
quitting,0.1968
race,1.29526
rachel,0.46692
racial,1.10661
radiation,0.62942
radical,1.29274
radicals,0.77271
radio,0.85897
radiological,1.29336
radiologist,0.85837
radiologists,0.85928
radiology,2.05995
raise,0.72807
raised,0.55803
raises,0.63745
raising,0.20306
ran,0.98276
random,0.93784
randomized,0.48278
randomly,0.29481
randy,0.77271
range,0.70105
ranged,0.53936
ranges,0.85897
ranging,1.35539
rapid,0.69016
rapidly,0.54721
rare,0.82926
rarely,0.79045
rash,0.4519
rashes,0.46692
rate,0.77863
rated,0.55011
rates,0.64937
rather,0.83994
ratio,0.28521
rats,1.0635
raw,0.46692
ray,1.0497
rays,0.85714
reach,0.64327
reached,0.69802
reaching,0.28369
react,1.47863
reaction,0.9449
reactions,0.57641
reactive,0.93784
read,0.79961
readers,0.36461
readily,0.67565
reading,0.50742
readings,2.60086
ready,0.5245
real,0.64095
realistic,0.46692
reality,0.59613
realize,0.73391
realized,0.36461
really,0.603
reason,0.73666
reasonable,0.63901
reasonably,0.28521
reasons,0.39029
reassuring,0.90962
recall,0.12718
recalled,1.29526
recalls,0.38316
receive,0.53442
received,0.60915
receives,0.85928
receiving,0.80233
recent,0.41486
recently,0.61535
receptor,0.45509
receptors,0.1528
recipients,1.72961
recognition,0.85928
recognize,0.9449
recognized,0.68547
recommend,0.48372
recommendation,0.85652
recommendations,0.47256
recommended,0.43824
recommending,0.22275
recommends,0.6224
record,0.63978
recorded,1.4128
records,0.39185
recover,0.75639
recovering,1.03248
recovery,0.69605
recreational,1.29399
recruited,1.46944
rectal,1.43826
recurrence,0.55033
recurrences,0.28521
recurrent,1.29399
recurring,0.96748
red,0.97621
redness,0.96748
reduce,0.85968
reduced,0.84531
reduces,0.90865
reducing,0.84722
reduction,0.64125
reductions,0.43215
referred,0.63901
referring,0.79224
refers,0.64362
refined,0.57163
reflect,0.44407
reflects,0.34128
refuse,1.10661
regain,0.31968
regarding,0.81251
regardless,0.89118
regenerate,2.22747
regeneration,1.61938
regenerative,1.85225
regimen,0.63587
regimens,0.85897
region,0.95479
regions,1.86147
registered,0.79224
registry,0.90962
regular,0.71946
regularly,0.81778
regulate,0.19509
regulated,0.1595
regulates,0.93784
regulating,0.31968
regulation,0.96727
regulators,0.91991
regulatory,0.35043
rehab,0.85928
rehabilitation,0.48718
reinberg,0.15592
rejected,0.1968
rejection,0.64362
relapse,0.74892
relapsed,0.42766
relapses,0.39444
related,0.80808
relation,3.90773
relationship,0.97978
relationships,0.51301
relative,0.45509
relatively,1.04103
relatives,0.96748
relax,1.43826
relaxation,0.68547
release,3.25312
released,0.81533
releases,0.85897
releasing,0.1968
relevant,0.68547
reliable,0.7316
reliably,0.93784
relied,1.10661
relief,1.04856
relies,1.61938
relieve,1.15339
relieved,0.31968
relieving,1.1073
reluctant,0.36461
rely,0.77124
relying,0.57163
remain,0.48637
remained,0.76674
remaining,0.36461
remains,0.48609
remarkable,1.29718
remarkably,0.28521
remedies,0.64133
remedy,0.51301
remember,1.46944
remembers,0.85928
remission,0.30736
remote,1.47863
removal,0.80651
remove,0.81533
removed,0.79558
removes,1.03248
removing,0.76162
repair,1.17045
repairing,0.96748
repeat,0.47228
repeated,0.52122
repeatedly,0.80434
repetitive,0.42766
replace,1.01923
replaced,0.36461
replacement,1.53789
replacements,2.98276
replacing,1.29462
replicate,2.27688
replicated,0.85867
report,0.57615
reported,0.72348
reporter,0.45958
reporting,0.85806
reports,0.82754
represent,0.63978
representative,0.57163
represents,0.63978
reproduction,2.59743
reproductive,0.69996
republic,0.92077
reputation,0.28521
require,0.72197
required,0.69844
requirements,1.47863
requires,0.9551
requiring,1.29462
rescue,0.64286
research,0.81575
researcher,0.75354
researchers,0.87223
reserved,0.42766
resident,2.61822
resistance,1.95182
resistant,0.8559
resolution,1.61938
resolve,0.77271
resolved,1.47863
resonance,4.37229
resort,0.1968
resource,1.10661
resources,0.60382
respect,0.46692
respectively,0.55628
respiratory,0.99888
respond,0.76682
responded,0.36188
responding,1.03262
responds,0.55011
response,0.92342
responses,1.21048
responsible,0.73827
rest,0.68927
restaurant,0.70188
restore,1.29783
restored,0.64362
restricted,0.70188
result,0.87654
resulted,0.6172
resulting,0.99888
results,0.63645
retina,1.29399
retinal,1.10661
retired,0.40786
return,1.16012
returned,0.6172
returning,2.22747
returns,0.85928
reunion,0.79224
reuters,1.24554
reveal,1.00358
revealed,1.68502
reveals,0.85928
reverse,0.56609
reversed,0.96727
review,0.4413
reviewed,0.72707
reviewing,0.38316
reviews,1.39537
reward,0.55011
rheumatoid,1.29399
rhythm,0.98276
rica,0.99242
rice,0.73504
rich,0.48535
richard,0.73827
rico,0.64209
rid,0.80434
right,0.71618
rights,0.64209
rigorous,0.39982
rigorously,0.25648
ring,1.14815
rise,0.81306
risen,0.21338
rises,0.85867
rising,0.42644
risk,0.65971
risks,0.48562
risky,0.2533
rival,1.14815
river,0.64362
rna,0.25648
road,0.44407
robert,0.86462
robot,0.42026
robotic,2.22747
robust,1.1073
roche,0.53266
rochester,0.79698
rock,0.77271
rodents,0.96748
roger,0.77271
role,0.61466
romania,0.79224
ron,0.17028
room,1.28737
rooms,1.29274
root,1.22667
rose,1.23974
roughly,0.43483
round,0.31968
rounds,0.55011
route,2.60776
routine,0.82392
routinely,0.79045
routines,0.64362
roy,1.10661
royal,2.43573
rule,0.60382
rules,0.64362
run,0.72197
running,1.24239
runs,0.85683
rush,0.61442
russian,0.80434
rwanda,0.73504
safe,0.45735
safely,0.57246
safer,0.35043
safety,0.4951
sahara,0.79224
said,1.05503
saint,0.66897
sale,0.48054
sales,0.76826
saline,0.46692
saliva,1.29274
salmon,1.17481
salt,1.03276
salvador,0.79224
samoa,0.79224
sample,0.83926
samples,1.05787
san,0.44528
sanofi,0.30063
santa,0.14999
sao,0.99242
sat,1.10661
satisfaction,0.73504
satisfied,0.46692
saturated,0.55011
saturday,2.39805
saudi,0.79224
save,0.66022
saved,0.49301
saves,0.30063
saving,0.30525
saw,0.75653
say,0.77558
saying,0.6405
says,0.68444
scale,0.90352
scalp,0.93784
scan,1.24434
scanned,0.25648
scanning,1.48276
scans,1.83268
scar,1.07602
scared,1.10661
scarring,0.79224
scary,0.42766
scenario,0.57163
schedule,0.98276
scheduled,0.60606
schizophrenia,0.85928
schneider,0.64362
school,0.5727
schools,0.92077
science,0.69194
sciences,0.85268
scientific,0.48674
scientifically,0.46692
scientist,0.40276
scientists,0.96737
sclerosis,0.71837
scope,0.85897
score,0.63823
scored,1.13091
scores,0.89397
scott,0.4772
screen,1.12736
screened,0.81274
screening,0.9777
screenings,2.45153
scrutiny,1.03248
search,0.68276
searched,2.60086
searching,1.29336
season,1.39537
seattle,0.24536
second,0.8683
secondary,0.33234
seconds,0.28216
secret,0.25648
section,0.09365
security,0.44407
sedation,1.61938
sedentary,0.46692
see,0.72968
seeds,1.10661
seeing,0.87577
seek,0.55803
seeking,0.62137
seem,0.40446
seemed,0.62187
seems,0.61224
seen,0.80796
sees,0.51197
seizure,0.26853
seizures,0.46465
select,0.59469
selected,1.1246
selective,0.24255
self,0.43745
sell,0.33846
selling,0.61442
sells,0.09734
send,0.42275
sending,1.59814
sends,0.92077
senegal,0.79224
senior,0.93607
sensation,0.73504
sensations,1.10661
sense,0.58106
sensitive,1.11013
sensitivity,1.39497
sensor,3.48276
sensors,1.43826
sent,0.77127
separate,0.40276
sept,0.78214
september,0.63666
serbia,0.79224
serena,0.55011
series,1.40764
serious,0.53745
seriously,0.26853
serotonin,0.71378
served,0.42521
serves,0.60382
service,0.62256
services,0.42215
serving,1.03262
servings,0.67565
session,0.99888
sessions,0.63348
set,0.96136
sets,1.73276
setting,1.06447
settings,0.79224
seven,0.7555
several,0.65361
severe,1.02984
severely,0.66897
severity,0.91904
sex,0.64995
sexual,1.34837
sexually,0.38316
seychelles,0.79224
sham,0.53266
shape,0.66404
shaped,0.30063
share,0.53928
shared,0.57163
shares,1.62608
sharp,0.36596
sharply,2.59743
shed,0.5698
shield,0.64362
shift,0.57641
shifting,1.10661
shifts,1.10661
shock,1.4128
shocked,1.29274
shore,0.59291
short,0.57346
shorter,1.1087
shortly,0.77271
shortness,2.94006
shot,0.19337
shots,0.61912
shoulder,0.70188
shoulders,0.46692
show,0.92121
showed,0.99139
showing,0.87856
shown,0.75294
shows,0.84096
shrank,1.14815
shrink,0.36461
shrinkage,1.72961
shrinking,0.70188
shut,0.51404
sick,0.60041
side,0.52319
sides,1.29336
sierra,0.68547
sight,1.29274
sign,0.61668
signal,0.58205
signaling,0.1968
signals,0.8341
signed,0.79224
significance,1.29399
significant,0.93536
significantly,0.84397
signs,0.74216
silver,0.51404
similar,0.49933
similarly,0.94997
simple,1.14157
simpler,0.85928
simply,0.46274
simultaneously,0.85897
sinai,0.95879
since,0.67612
singapore,0.85867
single,0.59772
sister,2.27688
sit,0.53266
site,0.5067
sites,0.54721
sits,1.07602
sitting,1.29526
situation,0.35043
situations,1.29526
six,0.7486
sixth,0.85897
size,0.93902
sized,0.96748
skeptical,0.71837
skepticism,0.59291
skeptics,0.23297
skills,1.21649
skin,0.80633
skip,0.46692
skull,0.51404
slated,1.94742
sleep,0.60532
sleepiness,0.51404
sleeping,0.36461
slept,0.39444
slight,1.03276
slightly,0.56387
slim,0.57163
sloan,0.31677
slovakia,0.79224
slovenia,0.73504
slow,0.61224
slowed,0.80434
slower,0.85897
slowing,0.60382
slowly,0.66465
slows,0.96748
small,0.78821
smaller,0.73855
smart,0.9276
smartphone,0.85928
smell,1.10661
smile,1.10661
smith,0.42521
smoke,0.47228
smoked,0.64209
smokers,0.34354
smoking,0.68054
soccer,2.16274
social,1.27977
society,0.78539
sodium,0.79224
soft,2.37505
software,1.00358
sold,0.38548
soldiers,0.93784
solid,0.7069
solomon,0.73504
solution,1.1295
solutions,1.07602
solve,2.16274
solving,1.43826
somalia,0.79224
somebody,1.29336
someday,1.19346
somehow,0.36596
someone,0.57139
something,0.64771
sometimes,0.62477
somewhat,0.82613
somewhere,0.39444
son,0.56609
soon,0.74547
sooner,0.85776
sophisticated,1.20731
sore,0.28521
sort,0.95879
sorts,0.57163
sought,1.22667
sound,0.9449
sounds,0.31677
source,0.38895
sources,0.95479
south,0.8715
southern,0.76976
southwestern,0.18259
soy,0.34128
space,0.64133
spain,0.37702
spam,0.79224
spare,0.93784
spark,0.28521
speak,0.60382
speaking,1.07602
speaks,0.39444
special,0.76096
specialist,0.55653
specialists,0.67213
specialized,0.51301
specializes,0.92077
species,0.70188
specific,0.83079
specifically,0.65215
specificity,0.70188
spectrum,1.29847
speech,0.85837
speed,0.66018
spend,0.53539
spending,1.20731
spent,0.80005
sperm,0.60382
spinal,0.79303
spine,0.49086
split,0.57163
spoke,0.42766
spokesman,0.28889
spokesperson,0.28521
spokeswoman,0.39185
sponsored,0.54057
sports,1.1087
spot,0.7316
spots,0.80434
spotting,2.16274
spray,0.75639
sprays,0.51404
spread,0.93448
spreading,0.85897
spreads,0.64362
spring,0.69996
spur,0.51301
squamous,1.29274
squibb,1.29526
sri,0.79224
stable,0.59029
staff,0.16294
stage,1.11226
stages,1.39643
stairs,1.29336
stand,1.1767
standard,0.63781
standardized,0.64286
standards,0.25489
standing,1.21805
standpoint,1.10661
stands,0.5698
stanford,0.65435
star,0.96748
start,0.74119
started,0.93939
starting,0.49244
starts,0.75376
state,0.68626
stated,0.99242
statement,1.24165
states,0.72852
statin,1.0141
statins,0.51865
statistical,0.42398
statistically,0.41133
statistics,0.79224
status,0.95479
stave,0.10132
stay,0.80498
stayed,0.30063
staying,1.2959
stays,0.70188
steady,0.99242
stem,0.96641
stent,1.19346
stenting,0.57163
stents,0.59291
step,0.87523
stephen,0.75376
stepped,0.25648
steps,0.59613
steroid,0.34128
steroidal,1.7265
steroids,0.93784
steve,1.43826
steven,0.19347
stick,0.32727
sticking,0.25648
stiffness,2.02222
stigma,0.70188
still,0.43481
stimulate,1.18596
stimulates,1.29462
stimulating,0.64056
stimulation,0.83093
stimulator,1.10661
stock,0.31823
stockholm,0.85928
stomach,0.60047
stool,0.80434
stop,0.67797
stopped,0.56142
stopping,1.14943
stops,0.42644
store,0.82276
stores,0.85837
stories,0.72044
story,0.39845
straight,0.85867
strain,0.48054
strains,0.80434
strategies,0.73276
strategy,0.60939
street,0.82879
strength,1.34166
strengthen,0.85928
strengthening,1.61938
stress,1.29509
stressed,0.44333
stretch,0.23297
stretching,0.59291
strict,0.21338
strikes,0.55011
striking,0.24255
stroke,0.73915
strokes,0.53025
strong,0.83117
stronger,1.12157
strongest,0.60382
strongly,0.59613
structural,2.22747
structure,0.36461
struggle,0.44407
struggled,0.68547
struggling,0.96727
stuck,1.00358
student,1.38276
students,1.0635
studied,0.58788
studies,0.53319
study,0.82324
studying,0.88435
stuff,0.36461
style,1.17481
sub,0.96748
subject,0.25171
subjects,0.57291
submitted,0.75639
subscribe,0.3924
subscribing,0.47381
subscription,0.73504
subsequent,0.51092
subsequently,0.85928
substance,0.85714
substances,0.88435
substantial,0.51865
substantially,0.61442
substitute,0.93784
subtle,3.74459
success,1.12432
successful,1.20964
successfully,0.99888
sudan,0.79224
sudden,0.73391
suddenly,0.46465
suffer,0.79572
suffered,0.76972
sufferers,1.97247
suffering,1.06876
suffers,0.85928
sufficient,0.2117
sugar,1.18038
sugars,1.29274
suggest,0.7964
suggested,0.77283
suggesting,0.30051
suggestion,1.14815
suggests,0.77444
suicidal,0.12718
suicide,0.31968
suitable,3.48276
summary,2.60086
summer,0.67692
sun,0.79045
sunday,1.13818
super,1.14815
superior,0.66897
supervision,1.14815
supplement,0.3094
supplementation,1.38276
supplements,0.48525
supplies,0.46692
supply,0.87421
support,0.70105
supported,0.73827
supporting,0.71378
supports,0.48535
supposed,0.33234
supposedly,0.25648
suppress,1.65181
sure,0.70162
surface,0.69802
surgeon,1.0161
surgeons,1.04279
surgeries,0.74889
surgery,0.92355
surgical,1.16643
surgically,0.80434
suriname,0.79224
surprise,1.00358
surprised,0.43215
surprising,0.77725
surprisingly,0.55011
surrounding,1.22667
surveillance,0.93784
survey,0.39681
survival,0.79572
survive,1.04767
survived,0.98276
surviving,0.70188
survivors,0.61442
susan,0.66897
susceptible,0.73504
suspect,0.51197
suspected,1.29718
suspicious,0.99242
sustained,0.40786
suzanne,0.77271
svalbard,0.79224
swallowing,1.10661
swaziland,0.79224
sweat,3.48276
sweating,1.10661
sweats,1.29274
sweden,0.63745
swedish,0.42521
sweet,1.85225
swelling,0.89118
swim,1.7265
swings,5.23276
swiss,3.04086
switch,0.34774
switched,0.71378
switzerland,1.1767
swollen,0.46692
sydney,0.85928
symposium,2.02222
symptom,0.88174
symptomatic,0.85928
symptoms,1.06189
syndrome,0.70867
synthetic,0.46465
syrian,0.79224
system,0.79015
systemic,2.22747
systems,1.07854
systolic,0.77271
table,1.46031
tablet,0.73504
tablets,0.14999
tackle,1.43826
tag,0.73504
tailored,1.14815
taiwan,0.96727
tajikistan,0.79224
take,0.64196
taken,0.46889
takes,0.93121
taking,0.57064
talk,0.68542
talked,0.85928
talking,0.73043
talks,0.39444
tamoxifen,0.70188
tanzania,0.73504
target,1.29628
targeted,1.03348
targeting,1.1767
targets,0.99226
task,0.76014
tasks,0.94997
taste,0.93784
taught,0.92077
tea,1.22667
teach,0.93784
teacher,0.34128
teaching,0.70188
team,0.9876
teams,1.29399
tear,1.38276
tears,0.85897
tech,1.29526
technical,1.03248
technique,1.31279
techniques,1.0933
technologies,0.68276
technology,1.23475
teen,0.51404
teenagers,0.64286
teens,0.73391
telephone,1.9075
tell,0.4466
telling,0.66897
tells,0.64841
temperature,1.22667
temple,1.03248
temporarily,0.4519
temporary,0.82276
ten,0.69996
tend,0.47977
tended,1.13091
tendons,1.10661
tends,1.14943
tennis,0.42766
tens,0.47228
term,0.74555
terms,0.8774
terrible,0.25648
territory,0.79224
test,1.03889
tested,0.78407
testing,0.84173
testosterone,0.85867
tests,1.18771
texas,0.60047
text,0.57163
th,1.24487
thailand,0.64209
thank,0.4329
thanks,2.17532
theoretically,0.70188
theory,0.42151
therapeutic,1.07258
therapeutics,0.51197
therapies,0.87321
therapist,0.61442
therapists,0.25489
therapy,0.75108
thereby,2.16274
therefore,1.57004
thick,1.67171
thin,0.59029
thing,0.58831
things,0.67731
think,0.67252
thinking,0.54657
thinks,0.67213
thinner,0.64286
thinners,0.85928
thinning,0.48718
third,0.63811
thirds,0.78344
thirty,0.85928
thomas,0.91462
thompson,1.29336
thoracic,2.27688
though,0.59966
thought,0.69315
thoughts,0.54721
thousand,0.40366
thousands,0.56941
threat,0.23297
threatening,0.62137
three,0.72057
threshold,0.51404
thrilled,0.96748
throat,0.77124
throughout,1.05383
throw,0.96748
thursday,1.06548
thus,1.12157
thyroid,2.22747
tied,0.49086
ties,0.36596
tim,0.79224
time,0.82289
times,0.56212
timing,0.64286
timor,0.79224
timothy,0.17028
tiny,0.90599
tip,0.1968
tips,0.73391
tired,0.55011
tissue,1.199
tissues,1.43063
tobacco,0.11542
tobago,0.79224
today,0.73048
together,0.62942
toggle,0.44913
togo,0.79224
tokelau,0.79224
told,0.87757
tolerance,0.59291
tolerate,0.97831
tolerated,1.03276
toll,0.85897
tom,0.92077
tome,0.79224
tomography,2.08276
tonga,0.79224
tongue,1.29274
took,0.74988
tool,0.75628
tools,0.85714
top,0.63556
topic,0.26853
topical,1.55536
toronto,0.69996
total,1.02258
totally,1.13091
touch,1.1073
touched,0.57163
touching,0.64362
tough,0.82613
touted,0.51301
toward,1.11086
towards,0.96748
toxic,0.87949
toxicity,1.5129
toxins,0.25648
trace,0.85928
track,0.87577
tracked,1.0141
tracking,0.96727
tracks,0.77271
tract,1.29718
trade,0.82276
trading,0.96748
traditional,1.49985
traditionally,0.68547
train,1.55536
trained,1.26796
training,0.8869
trains,0.85928
traits,1.10661
transcranial,0.51404
transfer,0.77271
transferred,0.25648
transform,2.22747
transfusion,0.57163
transfusions,0.64362
translate,0.61028
translates,1.07602
translational,1.19599
transmission,0.57163
transmitted,0.60382
transplant,1.24487
transplantation,1.85225
transplanted,0.51404
transplants,1.22667
trauma,0.50987
traumatic,0.73391
travel,0.69996
traveled,1.85225
traveling,0.28521
treat,0.64177
treatable,1.07602
treated,0.7727
treating,0.60545
treatment,0.91663
treatments,0.86233
treats,0.48054
tree,1.29462
tremendous,0.73504
tremor,1.7265
tremors,0.99242
trend,1.22667
trial,0.74491
trials,0.56684
trick,0.23297
tricky,0.51301
tried,0.70515
trigger,0.47113
triggered,0.51197
triggering,1.43826
triggers,1.5129
triglycerides,0.34128
trinidad,0.73504
trip,0.85897
triple,0.46692
trouble,0.65202
troubling,0.46692
true,0.49436
truly,0.33846
trust,1.55896
try,0.64272
trying,0.89826
tube,0.77725
tubes,0.85897
tuesday,0.96741
tufts,0.48054
tumor,1.09222
tumors,1.06877
tunisia,0.79224
turkey,0.61442
turkmenistan,0.79224
turks,0.79224
turn,0.99765
turned,0.80949
turning,0.71378
turns,0.50776
tuvalu,0.79224
tv,0.61028
twenty,0.55011
twice,0.76481
twitter,0.47381
two,0.67823
type,0.71924
types,1.06981
typical,0.57342
typically,0.72812
uc,1.72961
ucla,0.96727
uganda,0.60382
uk,1.70536
ukraine,0.73504
ulcers,1.17481
ultimate,1.65181
ultimately,0.76826
ultrasound,0.85714
ultraviolet,6.09677
unable,0.89118
uncertain,0.11031
uncertainty,0.46465
unclear,0.5245
uncomfortable,1.5129
uncontrolled,0.34128
undergo,0.90352
undergoing,0.74889
undergone,1.48696
underlying,0.42151
understand,0.58429
understanding,0.76826
understood,0.24493
underway,0.76054
underwent,1.16635
unexpected,1.84297
unfortunately,0.55033
unhealthy,0.25648
unique,0.56795
unit,0.88174
united,0.78431
units,0.38316
university,0.59327
unknown,0.9449
unless,0.79698
unlike,0.83627
unlikely,0.91365
unmet,2.60086
unnecessary,0.60361
unpleasant,1.29462
unrelated,0.96748
unsubscribe,0.79224
unsuccessful,1.29274
untreated,0.99234
unusual,0.26226
unwanted,0.57163
update,0.42766
updated,0.14819
updates,0.46003
upon,0.69996
upper,0.78344
ups,1.07602
upset,0.96748
urge,0.30063
urged,0.42644
urgent,2.22747
urgently,0.64362
urges,0.57163
urinary,1.62608
urine,0.98276
urologist,1.81849
urology,0.44407
uruguay,0.79224
us,0.90874
usa,0.7069
use,0.72769
used,1.03455
useful,1.15283
usefulness,0.51404
user,1.19346
users,0.55509
uses,1.30517
using,1.02796
uspstf,0.46692
usual,0.32367
usually,0.66133
utah,1.59814
uterine,0.64209
uterus,1.29654
utility,0.25648
uzbekistan,0.79224
va,0.68547
vaccinated,0.25648
vaccination,0.39444
vaccine,0.37918
vaccines,0.26226
vaginal,0.66897
valid,0.44837
validated,1.29274
valley,1.07602
valuable,1.50577
value,0.65422
